logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,duration,activeDuration,steps,logType,manualValuesSpecified,heartRateZones,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,distance,distanceUnit,source,speed,pace
27436293717,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 6, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",102,101,1178000,1178000,1423,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 10}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 10}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/17/19 09:46:06,2019-12-17 09:22:41,12/17/19 09:22:41,1178000,9.144,False,False,,,,,
27429921889,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 29, 'name': 'very'}]",157,308,1736000,1734000,3701,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 12}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 4}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 13}]",12/17/19 10:39:35,2019-12-17 10:08:43,12/17/19 10:08:43,1736000,1.219,False,False,3.026273,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'DISTANCE', 'STEPS', 'CALORIES']}",6.282934256055363,
27471201702,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 17, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",101,97,1178000,1178000,1395,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 9}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 10}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/18/19 09:45:44,2019-12-18 09:01:01,12/18/19 09:01:01,1178000,12.192,False,False,,,,,
27588291176,Walk,90013,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 17, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",100,103,1332000,1332000,1504,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 11}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 11}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/24/19 13:05:24,2019-12-23 14:48:42,12/23/19 14:48:42,1332000,12.192,False,False,,,,,
27589681717,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",114,139,1280000,1280000,2088,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 1}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 20}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/24/19 14:20:29,2019-12-24 13:52:04,12/24/19 13:52:04,1280000,27.432,False,False,,,,,
27619755072,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 14, 'name': 'fairly'}, {'minutes': 38, 'name': 'very'}]",114,365,3175000,3175000,5576,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 6}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 47}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",12/26/19 15:48:18,2019-12-26 14:49:38,12/26/19 14:49:38,3175000,109.728,False,False,,,,,
27726771509,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 29, 'name': 'very'}]",124,252,2049000,2049000,3395,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 34}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/01/20 09:22:41,2019-12-29 08:45:22,12/29/19 08:45:22,2049000,12.192,False,False,,,,,
27726771510,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 37, 'name': 'very'}]",122,311,2355000,2355000,3963,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 40}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/01/20 09:22:41,2019-12-29 10:50:50,12/29/19 10:50:50,2355000,109.728,False,False,,,,,
27741699539,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 27, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",101,136,1639000,1639000,1927,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 16}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 10}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/02/20 09:31:31,2020-01-02 08:50:20,01/02/20 08:50:20,1639000,15.24,False,False,,,,,
27742271256,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 12, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",107,180,1946000,1946000,2881,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 7}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 25}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/02/20 10:39:09,2020-01-02 10:01:10,01/02/20 10:01:10,1946000,15.24,False,False,,,,,
27742878529,Walk,90013,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 20, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 2, 'name': 'very'}]",100,133,1843000,1843000,1736,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 18}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 12}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/02/20 11:54:08,2020-01-02 10:54:05,01/02/20 10:54:05,1843000,21.336,False,False,,,,,
27793543470,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 17, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",109,112,1127000,1127000,1648,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 3}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 16}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/04/20 16:11:15,2020-01-04 14:29:29,01/04/20 14:29:29,1127000,30.48,False,False,,,,,
27826698659,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 17, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",107,95,973000,973000,1268,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 4}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 13}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/06/20 11:43:48,2020-01-06 08:45:54,01/06/20 08:45:54,973000,0.0,False,False,,,,,
27815807617,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 27, 'name': 'very'}]",136,263,1810000,1808000,3652,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 18}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 12}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/06/20 14:15:05,2020-01-06 13:41:07,01/06/20 13:41:07,1810000,9.449,False,False,2.9132730000000002,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'DISTANCE', 'STEPS', 'CALORIES']}",5.80320796460177,
27955334922,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 27, 'name': 'very'}]",170,305,1638000,1638000,3309,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 5}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 10}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 12}]",01/09/20 17:10:42,2020-01-09 16:27:34,01/09/20 16:27:34,1638000,6.096,False,False,,,,,
27983119885,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",118,106,1076000,1076000,1287,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 2}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 16}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/10/20 12:49:49,2020-01-10 12:01:52,01/10/20 12:01:52,1076000,15.24,False,False,,,,,
28030916339,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 22, 'name': 'very'}]",155,229,1322000,1321000,2984,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 5}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 11}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 6}]",01/13/20 12:45:34,2020-01-13 11:25:41,01/13/20 11:25:41,1322000,9.754,False,False,2.56546,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'DISTANCE', 'STEPS', 'CALORIES']}",6.991412566237698,
28044422210,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",132,128,973000,973000,1677,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 15}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 1}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/13/20 12:45:40,2020-01-13 12:06:20,01/13/20 12:06:20,973000,45.72,False,False,,,,,
28100749124,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 35, 'name': 'very'}]",113,308,2816000,2816000,4713,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 3}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 44}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/15/20 11:59:25,2020-01-14 14:31:11,01/14/20 14:31:11,2816000,60.96,False,False,,,,,
28118519099,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",120,145,1280000,1280000,2221,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 21}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/16/20 05:50:33,2020-01-15 17:07:09,01/15/20 17:07:09,1280000,15.24,False,False,,,,,
28118519101,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 5, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",115,175,1639000,1639000,2541,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 3}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 21}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/16/20 05:50:34,2020-01-15 18:34:11,01/15/20 18:34:11,1639000,36.576,False,False,,,,,
28086514875,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",166,147,764000,761000,1819,tracker,"{'calories': False, 'distance': True, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 0}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 8}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 5}]",01/16/20 13:50:06,2020-01-16 13:25:45,01/16/20 13:25:45,764000,2.438,False,False,1.652062,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'DISTANCE', 'STEPS', 'CALORIES']}",7.820562417871223,
28158347762,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",127,144,1126000,1126000,1800,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 19}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/17/20 10:25:47,2020-01-16 14:00:00,01/16/20 14:00:00,1126000,24.384,False,False,,,,,
28142388044,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 32, 'name': 'very'}]",163,367,2017000,2015000,4442,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 6}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 10}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 17}]",01/17/20 10:57:59,2020-01-17 10:23:06,01/17/20 10:23:06,2017000,0.61,False,False,3.962937,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'DISTANCE', 'STEPS', 'CALORIES']}",6.9462669975186095,
28159378136,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 9, 'name': 'very'}]",122,101,973000,973000,1156,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 1}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 15}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/17/20 11:28:33,2020-01-17 10:57:06,01/17/20 10:57:06,973000,6.096,False,False,,,,,
28220052686,Walk,90013,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 2, 'name': 'very'}]",106,120,1383000,1383000,1769,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 8}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 14}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/20/20 05:49:45,2020-01-19 11:59:40,01/19/20 11:59:40,1383000,24.384,False,False,,,,,
28220052693,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",108,144,1383000,1383000,2287,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 4}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 18}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/20/20 05:49:45,2020-01-19 15:37:17,01/19/20 15:37:17,1383000,21.336,False,False,,,,,
28237243497,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",117,99,921000,921000,1584,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 1}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 15}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/20/20 21:29:42,2020-01-20 15:32:48,01/20/20 15:32:48,921000,9.144,False,False,,,,,
28209434972,Workout,3000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 51, 'name': 'very'}]",169,568,3003000,3000000,3590,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 2}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 23}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 26}]",01/21/20 19:39:58,2020-01-21 18:34:00,01/21/20 18:34:00,3003000,7.62,False,False,,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'STEPS', 'CALORIES']}",,
28300405348,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 24, 'name': 'very'}]",125,201,1690000,1690000,3002,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 26}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 1}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/23/20 05:29:01,2020-01-22 15:42:03,01/22/20 15:42:03,1690000,30.48,False,False,,,,,
28323213064,Skiing,19160,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 330, 'name': 'very'}]",102,2069,19800000,19800000,5883,manual,"{'calories': False, 'distance': True, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 193}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 132}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 4}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/27/20 07:45:26,2020-01-25 11:00:00,01/25/20 11:00:00,19800000,21.336,False,False,4.1431000000000004,Kilometer,"{'type': 'app', 'name': 'Fitbit for iPhone', 'id': '228TSL', 'url': 'https://www.fitbit.com/iphone'}",0.753290909090909,4779.030194781686
28378679017,Cross Country Skiing,90015,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 17, 'name': 'fairly'}, {'minutes': 78, 'name': 'very'}]",109,702,6600000,6600000,8081,auto_detected,"{'calories': False, 'distance': True, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 45}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 60}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 3}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/26/20 14:49:42,2020-01-26 10:30:00,01/26/20 11:23:04,1844000,,False,False,7.0,Kilometer,,3.818181818181818,
28380568069,Cross Country Skiing,90015,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 18, 'name': 'lightly'}, {'minutes': 23, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",108,302,3431000,3431000,3803,auto_detected,"{'calories': False, 'distance': True, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 12}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 45}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/26/20 14:44:00,2020-01-26 13:27:40,01/26/20 13:27:40,3431000,,False,False,7.699999,Kilometer,,8.079276129408337,
28517827000,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",109,88,922000,922000,1273,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 2}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 13}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/30/20 06:28:16,2020-01-29 14:42:03,01/29/20 14:42:03,922000,6.096,False,False,,,,,
28524068782,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 42, 'name': 'very'}]",117,364,3379000,3379000,6428,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 56}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 0}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",01/30/20 13:33:45,2020-01-30 10:10:32,01/30/20 10:10:32,3379000,12.192,False,False,,,,,
28615863023,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 34, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",104,297,3124000,3124000,5269,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 16}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 35}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 1}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 0}]",02/02/20 16:14:28,2020-02-02 13:43:05,02/02/20 13:43:05,3124000,21.336,False,False,,,,,
28656248503,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",136,197,1332000,1332000,2121,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 1}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 6}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 5}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 5}]",02/04/20 09:26:47,2020-02-04 08:25:06,02/04/20 08:25:06,1332000,13.106,False,False,,,,,
28619147758,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",156,119,697000,695000,1591,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 102, 'minutes': 0}, {'name': 'Fat Burn', 'min': 102, 'max': 143, 'minutes': 3}, {'name': 'Cardio', 'min': 143, 'max': 174, 'minutes': 7}, {'name': 'Peak', 'min': 174, 'max': 220, 'minutes': 2}]",02/04/20 09:26:43,2020-02-04 08:45:00,02/04/20 08:45:00,697000,3.3529999999999998,False,False,1.402156,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150602119', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'DISTANCE', 'STEPS', 'CALORIES']}",7.269669064748202,
