logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,duration,activeDuration,steps,logType,manualValuesSpecified,heartRateZones,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,distance,distanceUnit,source,speed,pace,tcxLink,swimLengths,poolLength,poolLengthUnit
27296909800,Run,90009,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",114.0,178,1075000,1075000,1639.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 4}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 7}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 5}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 1}]",12/10/19 14:38:15,2019-12-09 16:20:37,12/09/19 16:20:37,1075000,9.144,False,False,,,,,,,,,
27296909801,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 35, 'name': 'very'}]",130.0,468,2099000,2099000,5095.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 2}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 29}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 4}]",12/10/19 14:38:15,2019-12-09 17:05:51,12/09/19 17:05:51,2099000,42.672,False,False,,,,,,,,,
27325364116,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 76, 'name': 'very'}]",96.0,774,5223000,5223000,8893.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 12}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 74}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 1}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/11/19 19:11:59,2019-12-11 17:32:29,12/11/19 17:32:29,5223000,160.121,False,False,,,,,,,,,
27333913128,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",100.0,161,1024000,1024000,1663.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 3}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 13}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 1}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/12/19 08:03:28,2019-12-12 07:11:45,12/12/19 07:11:45,1024000,24.384,False,False,,,,,,,,,
27307942200,Weights,2131,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 48, 'name': 'very'}]",111.0,569,3597000,3593000,1519.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 5}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 38}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 17}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/12/19 11:19:51,2019-12-12 10:18:27,12/12/19 10:18:27,3597000,3.658,False,False,,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['CALORIES', 'STEPS', 'HEARTRATE']}",,,,,,
27339759816,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 23, 'name': 'very'}]",101.0,258,1536000,1536000,2674.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 3}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 21}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 1}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/12/19 12:50:42,2019-12-12 12:21:31,12/12/19 12:21:31,1536000,60.96,False,False,,,,,,,,,
27341363269,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",94.0,137,922000,922000,1766.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 2}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 13}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/12/19 13:20:55,2019-12-12 12:47:07,12/12/19 12:47:07,922000,0.0,False,False,,,,,,,,,
27349052405,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 21, 'name': 'very'}]",111.0,238,1331000,1331000,2306.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 2}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 20}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 1}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/12/19 16:22:31,2019-12-12 15:48:53,12/12/19 15:48:53,1331000,36.576,False,False,,,,,,,,,
27352022708,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 12, 'name': 'fairly'}, {'minutes': 35, 'name': 'very'}]",88.0,400,3022000,3022000,4748.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 20}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 31}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/12/19 19:51:56,2019-12-12 18:48:56,12/12/19 18:48:56,3022000,91.44,False,False,,,,,,,,,
27368688305,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",93.0,161,1126000,1126000,1763.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 3}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 16}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/13/19 16:42:37,2019-12-13 07:02:51,12/13/19 07:02:51,1126000,30.48,False,False,,,,,,,,,
27358058841,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 75, 'name': 'very'}]",131.0,1035,4865000,4517000,10783.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 13}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 55}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 7}]",12/13/19 16:42:35,2019-12-13 14:17:35,12/13/19 14:17:35,4865000,187.452,False,True,9.282632,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['ELEVATION', 'DISTANCE', 'PACE', 'CALORIES', 'STEPS', 'VO2_MAX', 'HEARTRATE', 'GPS']}",7.39411467788355,486.8737038617913,,,,
27383664805,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 70, 'name': 'very'}]",96.0,667,4557000,4557000,7287.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 2}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 74}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/14/19 16:19:04,2019-12-14 11:29:35,12/14/19 11:29:35,4557000,124.968,False,False,,,,,,,,,
27400830053,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 74, 'name': 'very'}]",98.0,722,4813000,4813000,8140.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 6}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 74}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/15/19 17:02:44,2019-12-15 10:36:18,12/15/19 10:36:18,4813000,82.296,False,False,,,,,,,,,
27398147696,Treadmill,20049,"[{'minutes': 11, 'name': 'sedentary'}, {'minutes': 18, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 60, 'name': 'very'}]",114.0,1000,6048000,6043000,7931.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 19}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 32}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 31}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 19}]",12/15/19 17:02:42,2019-12-15 13:43:26,12/15/19 13:43:26,6048000,37.795,False,False,5.789148,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'CALORIES', 'STEPS', 'HEARTRATE']}",3.448773787853715,,,,,
27398466509,Weights,2131,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",104.0,205,2856000,1586000,750.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 6}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 16}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 5}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/16/19 20:05:27,2019-12-16 12:10:52,12/16/19 12:10:52,2856000,5.791,False,False,,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['CALORIES', 'STEPS', 'HEARTRATE']}",,,,,,
27420647541,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",97.0,181,1281000,1281000,1718.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 22}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/16/19 20:05:28,2019-12-16 13:53:56,12/16/19 13:53:56,1281000,33.528,False,False,,,,,,,,,
27420647544,Walk,90013,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 13, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 85, 'name': 'very'}]",98.0,961,6657000,6657000,10387.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 18}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 91}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 2}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/16/19 20:05:28,2019-12-16 17:14:29,12/16/19 17:14:29,6657000,149.352,False,False,,,,,,,,,
27435054694,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",85.0,130,973000,973000,1544.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 8}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 8}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/17/19 07:26:24,2019-12-17 06:52:01,12/17/19 06:52:01,973000,27.432,False,False,,,,,,,,,
27452529388,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",105.0,192,1229000,1229000,2102.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 3}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 16}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 1}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/17/19 20:52:31,2019-12-17 14:24:18,12/17/19 14:24:18,1229000,36.576,False,False,,,,,,,,,
27452529391,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 57, 'name': 'very'}]",95.0,597,4250000,4250000,6223.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 11}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 58}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/17/19 20:52:32,2019-12-17 18:40:18,12/17/19 18:40:18,4250000,94.488,False,False,,,,,,,,,
27463948908,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 79, 'name': 'very'}]",133.0,1111,4991000,4982000,9149.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 2}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 17}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 21}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 43}]",12/18/19 14:01:08,2019-12-18 11:37:07,12/18/19 11:37:07,4991000,45.72,False,False,6.50546,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'CALORIES', 'STEPS', 'HEARTRATE']}",4.701547972701726,,,,,
27476609212,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 61, 'name': 'very'}]",101.0,576,3687000,3687000,5819.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 61}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/18/19 16:29:38,2019-12-18 15:15:12,12/18/19 15:15:12,3687000,115.824,False,False,,,,,,,,,
27478536603,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",103.0,194,1178000,1178000,1981.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 1}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 16}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 3}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/18/19 18:30:37,2019-12-18 17:39:26,12/18/19 17:39:26,1178000,9.144,False,False,,,,,,,,,
27501564616,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",102.0,152,1024000,1024000,1593.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 1}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 16}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/19/19 12:48:24,2019-12-19 07:22:05,12/19/19 07:22:05,1024000,27.432,False,False,,,,,,,,,
27508943101,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 13, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 33, 'name': 'very'}]",91.0,450,3430000,3430000,5093.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 19}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 38}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/19/19 20:11:28,2019-12-19 18:59:16,12/19/19 18:59:16,3430000,106.68,False,False,,,,,,,,,
27529012850,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",107.0,169,1075000,1075000,1686.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 17}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/20/19 11:59:45,2019-12-20 07:14:03,12/20/19 07:14:03,1075000,30.48,False,False,,,,,,,,,
27529012852,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 7, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",94.0,152,1076000,1076000,1520.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 6}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 8}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 4}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/20/19 11:59:46,2019-12-20 09:32:17,12/20/19 09:32:17,1076000,6.096,False,False,,,,,,,,,
27529012853,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",95.0,169,1024000,1024000,1597.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 1}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 16}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/20/19 11:59:46,2019-12-20 11:29:12,12/20/19 11:29:12,1024000,70.104,False,False,,,,,,,,,
27514542745,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 77, 'name': 'very'}]",,1199,28486000,4832027,11273.0,mobile_run,"{'calories': False, 'distance': False, 'steps': False}",,12/20/19 19:56:39,2019-12-20 12:00:19,12/20/19 12:00:19,28486000,,True,True,11.506841,Kilometer,"{'type': 'app', 'name': 'Fitbit for iPhone', 'id': '228TSL', 'url': 'https://www.fitbit.com/iphone', 'trackerFeatures': ['STEPS', 'GPS', 'PACE', 'DISTANCE', 'CALORIES']}",8.572929662851635,419.9241129689721,https://www.fitbit.com/activities/exercise/27514542745?export=tcx,,,
27515309780,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 73, 'name': 'very'}]",145.0,1142,4635000,4494000,11023.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 2}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 0}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 29}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 44}]",12/20/19 13:30:18,2019-12-20 12:00:37,12/20/19 12:00:37,4635000,700.126,False,True,9.557945,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'VO2_MAX', 'GPS', 'PACE', 'HEARTRATE', 'DISTANCE', 'ELEVATION', 'CALORIES']}",7.624069425901201,472.1887746417607,,,,
27549137282,Walk,90013,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 11, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",79.0,78,973000,973000,735.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 12}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 4}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/21/19 18:10:07,2019-12-21 11:48:26,12/21/19 11:48:26,973000,0.0,False,False,,,,,,,,,
27518404645,Weights,2131,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 45, 'name': 'very'}]",119.0,500,3009000,3005000,1474.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 3}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 18}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 29}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/22/19 16:55:55,2019-12-22 15:09:50,12/22/19 15:09:50,3009000,7.01,False,False,,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES']}",,,,,,
27518074038,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 44, 'name': 'very'}]",141.0,652,2641000,2612000,6522.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 0}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 0}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 26}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 18}]",12/24/19 14:44:55,2019-12-24 14:00:07,12/24/19 14:00:07,2641000,128.016,False,True,5.905195,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'VO2_MAX', 'GPS', 'PACE', 'HEARTRATE', 'DISTANCE', 'ELEVATION', 'CALORIES']}",8.141196018376723,442.19547003583955,,,,
27631393085,Walk,90013,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 5, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 95, 'name': 'very'}]",95.0,996,6964000,6964000,9693.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 23}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 93}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 0}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/27/19 11:50:24,2019-12-25 11:58:25,12/25/19 11:58:25,6964000,152.4,False,False,,,,,,,,,
27631393087,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 107, 'name': 'very'}]",101.0,1083,6759000,6759000,11386.0,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 5}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 104}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 4}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/27/19 11:50:24,2019-12-26 11:06:49,12/26/19 11:06:49,6759000,173.736,False,False,,,,,,,,,
27589492968,Weights,2131,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",113.0,197,1236000,1234000,606.0,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 85, 'minutes': 2}, {'name': 'Fat Burn', 'min': 85, 'max': 119, 'minutes': 10}, {'name': 'Cardio', 'min': 119, 'max': 144, 'minutes': 8}, {'name': 'Peak', 'min': 144, 'max': 220, 'minutes': 0}]",12/27/19 11:50:20,2019-12-26 14:22:18,12/26/19 14:22:18,1236000,0.914,False,False,,,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150406694', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES']}",,,,,,
