logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,distance,distanceUnit,duration,activeDuration,steps,source,logType,manualValuesSpecified,heartRateZones,speed,pace,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,tcxLink,vo2Max
27222743856,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 40, 'name': 'very'}]",150,638,6.522437,Kilometer,2421000,2359000,6495.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'GPS', 'VO2_MAX', 'ELEVATION', 'PACE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 1}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 21}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 17}]",9.754672318779143,369.0539140991424,12/09/19 15:07:43,2019-12-09 14:16:50,12/09/19 14:16:50,2421000,354.482,True,True,https://www.fitbit.com/activities/exercise/27222743856?export=tcx,{'vo2Max': 45.49195}
27383834323,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",100,164,,,1206000,1206000,1460.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 3}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 12}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 2}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,12/14/19 16:36:42,2019-12-14 16:05:44,12/14/19 16:05:44,1206000,12.192,False,False,,
27435649311,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",100,169,,,1229000,1229000,1476.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 4}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 17}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,12/17/19 08:15:07,2019-12-17 07:45:47,12/17/19 07:45:47,1229000,0.0,False,False,,
27509890261,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 30, 'name': 'very'}]",135,419,4.041523,Kilometer,1989000,1801000,4809.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 1}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 26}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 3}]",7.934791782343142,,12/22/19 11:09:59,2019-12-22 10:22:22,12/22/19 10:22:22,1989000,35.357,False,False,,
27564644670,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",98,160,,,973000,973000,1832.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 17}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,12/22/19 21:02:45,2019-12-22 20:42:49,12/22/19 20:42:49,973000,9.144,False,False,,
27575040877,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",94,150,,,921000,921000,1682.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 5}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 10}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,12/23/19 15:33:30,2019-12-23 15:07:54,12/23/19 15:07:54,921000,15.24,False,False,,
27514716937,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 39, 'name': 'very'}]",128,512,4.614031,Kilometer,2371000,2368000,5786.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 14}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 23}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 2}]",6.910692567567567,,12/24/19 11:17:28,2019-12-24 10:31:03,12/24/19 10:31:03,2371000,143.256,False,False,,
27648626403,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 30, 'name': 'very'}]",106,341,3.7230309999999998,Kilometer,1803000,1801000,4568.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 1}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 29}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",7.441925596890615,,12/29/19 18:27:32,2019-12-29 17:04:49,12/29/19 17:04:49,1803000,5.486,False,False,,
27684655121,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",99,146,,,1177000,1177000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 10}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 6}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 4}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,12/30/19 13:35:34,2019-12-30 13:00:31,12/30/19 13:00:31,1177000,3.048,False,False,,
27740420385,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 21, 'name': 'very'}]",116,221,,,1331000,1331000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 1}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 17}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 4}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/02/20 06:37:11,2020-01-02 06:04:32,01/02/20 06:04:32,1331000,42.672,False,False,,
27756078393,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 30, 'name': 'very'}]",127,376,2.512601,Kilometer,1822000,1816000,3605.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 4}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 26}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",4.9809251101321586,,01/02/20 21:11:58,2020-01-02 19:11:06,01/02/20 19:11:06,1822000,4.572,False,False,,
27770008895,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",120,234,,,1332000,1332000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 1}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 8}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 13}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/03/20 06:46:22,2020-01-03 06:09:13,01/03/20 06:09:13,1332000,60.96,False,False,,
27751287217,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 38, 'name': 'very'}]",144,558,6.200015,Kilometer,2282000,2279000,6315.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'GPS', 'VO2_MAX', 'ELEVATION', 'PACE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 0}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 29}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 8}]",9.664317683194383,372.5043110141303,01/03/20 14:50:43,2020-01-03 14:11:48,01/03/20 14:11:48,2282000,70.104,True,True,https://www.fitbit.com/activities/exercise/27751287217?export=tcx,{'vo2Max': 46.966820000000006}
27811710940,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 30, 'name': 'very'}]",126,382,4.673125,Kilometer,1808000,1804000,4812.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 9}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 21}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",9.256330376940133,,01/05/20 19:49:55,2020-01-05 19:11:27,01/05/20 19:11:27,1808000,103.937,False,False,,
27818365540,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 39, 'name': 'very'}]",145,582,6.189398,Kilometer,2421000,2332000,6449.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'GPS', 'VO2_MAX', 'ELEVATION', 'PACE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 0}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 32}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 6}]",9.425068610634648,381.9600841884577,01/06/20 06:47:13,2020-01-06 06:06:24,01/06/20 06:06:24,2421000,259.69,True,True,https://www.fitbit.com/activities/exercise/27818365540?export=tcx,{'vo2Max': 47.90082}
27830022621,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 1, 'name': 'very'}]",83,102,,,1177000,1177000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 13}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 7}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/06/20 14:44:14,2020-01-06 14:08:27,01/06/20 14:08:27,1177000,21.336,False,False,,
27857498715,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",112,226,,,1382000,1382000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 5}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 6}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 12}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/07/20 06:33:47,2020-01-07 06:07:36,01/07/20 06:07:36,1382000,24.384,False,False,,
27863957926,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",94,131,,,1075000,1075000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 7}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 10}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 1}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/07/20 14:43:31,2020-01-07 14:09:44,01/07/20 14:09:44,1075000,33.528,False,False,,
27869381448,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 37, 'name': 'very'}]",138,529,5.6077259999999995,Kilometer,2224000,2222000,5856.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 4}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 25}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 8}]",9.019506750675069,,01/07/20 20:01:01,2020-01-07 19:22:55,01/07/20 19:22:55,2224000,184.709,False,False,,
27901840629,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",118,223,,,1280000,1280000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 1}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 11}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 9}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/08/20 06:43:21,2020-01-08 06:07:10,01/08/20 06:07:10,1280000,30.48,False,False,,
27908488052,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 6, 'name': 'very'}]",97,144,,,1280000,1280000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 2}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 18}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/08/20 14:52:15,2020-01-08 14:14:25,01/08/20 14:14:25,1280000,30.48,False,False,,
27946410776,Outdoor Bike,1071,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 6, 'name': 'very'}]",97,161,,,1484000,1484000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 11}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 11}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 3}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/09/20 06:42:29,2020-01-09 06:07:43,01/09/20 06:07:43,1484000,12.192,False,False,,
27952517210,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 18, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",87,102,,,1075000,1075000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 11}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 7}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/09/20 14:31:45,2020-01-09 14:11:33,01/09/20 14:11:33,1075000,27.432,False,False,,
27978746319,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",107,201,,,1434000,1434000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 3}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 19}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 1}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/10/20 06:42:18,2020-01-10 06:04:43,01/10/20 06:04:43,1434000,15.24,False,False,,
27984942530,Outdoor Bike,1071,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 18, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",93,124,,,1178000,1178000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 13}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 4}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 3}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/10/20 14:35:19,2020-01-10 14:09:25,01/10/20 14:09:25,1178000,15.24,False,False,,
28038326109,Outdoor Bike,1071,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 14, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 4, 'name': 'very'}]",102,176,,,1536000,1536000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 6}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 16}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 4}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/13/20 06:42:17,2020-01-13 06:08:38,01/13/20 06:08:38,1536000,6.096,False,False,,
28046756441,Outdoor Bike,1071,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 19, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",79,112,,,1433000,1433000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 22}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 0}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 1}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/13/20 14:53:18,2020-01-13 14:12:29,01/13/20 14:12:29,1433000,15.24,False,False,,
28078868258,Walk,90013,"[{'minutes': 6, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 9, 'name': 'very'}]",89,253,,,2253000,2253000,2241.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 15}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 22}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/14/20 18:49:12,2020-01-14 15:03:15,01/14/20 15:03:15,2253000,18.288,False,False,,
28085631638,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",136,287,2.952125,Kilometer,1206000,1204000,3113.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 0}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 6}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 10}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 4}]",8.826936877076411,,01/14/20 20:28:17,2020-01-14 20:01:15,01/14/20 20:01:15,1206000,0.305,False,False,,
28097766680,Outdoor Bike,1071,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",109,225,,,1536000,1536000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 3}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 20}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 2}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/15/20 07:21:04,2020-01-15 06:10:22,01/15/20 06:10:22,1536000,9.144,False,False,,
28104086155,Outdoor Bike,1071,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 1, 'name': 'very'}]",83,105,,,1177000,1177000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 17}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 3}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/15/20 16:36:41,2020-01-15 14:09:57,01/15/20 14:09:57,1177000,30.48,False,False,,
28085232138,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 29, 'name': 'very'}]",111,319,2.8834210000000002,Kilometer,1806000,1804000,3594.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150254925', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['DISTANCE', 'HEARTRATE', 'CALORIES', 'STEPS']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 1}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 29}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",5.676066518847007,,01/15/20 19:59:47,2020-01-15 19:28:55,01/15/20 19:28:55,1806000,0.0,False,False,,
28118975558,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",106,209,,,1485000,1485000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 5}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 16}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 4}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/16/20 06:49:49,2020-01-16 06:12:31,01/16/20 06:12:31,1485000,15.24,False,False,,
28130404657,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 5, 'name': 'very'}]",93,146,,,1331000,1331000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 10}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 12}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 0}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/16/20 18:12:55,2020-01-16 14:13:48,01/16/20 14:13:48,1331000,15.24,False,False,,
28155406895,Outdoor Bike,1071,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",105,203,,,1434000,1434000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 89, 'minutes': 5}, {'name': 'Fat Burn', 'min': 89, 'max': 124, 'minutes': 16}, {'name': 'Cardio', 'min': 124, 'max': 151, 'minutes': 3}, {'name': 'Peak', 'min': 151, 'max': 220, 'minutes': 0}]",,,01/17/20 06:33:56,2020-01-17 06:06:07,01/17/20 06:06:07,1434000,15.24,False,False,,
