logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,duration,activeDuration,steps,source,logType,manualValuesSpecified,heartRateZones,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,distance,distanceUnit,speed,pace
28128072980,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 5, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 9, 'name': 'very'}]",101,125,1127000,1127000,1553.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 4}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 15}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/16/20 16:23:46,2020-01-11 14:22:14,01/11/20 14:22:14,1127000,33.528,False,False,,,,
28128072982,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 21, 'name': 'fairly'}, {'minutes': 35, 'name': 'very'}]",107,441,3738000,3738000,4351.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 8}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 54}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/16/20 16:23:46,2020-01-12 12:27:30,01/12/20 12:27:30,3738000,176.784,False,False,,,,
28128072984,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 27, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",106,310,2816000,2816000,4340.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 2}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 45}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/16/20 16:23:47,2020-01-12 14:03:05,01/12/20 14:03:05,2816000,42.672,False,False,,,,
28128072989,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 22, 'name': 'very'}]",174,294,1281000,1281000,3133.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 1}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 7}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 14}]",01/16/20 16:23:47,2020-01-13 05:24:44,01/13/20 05:24:44,1281000,0.0,False,False,,,,
28128073003,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",105,112,1126000,1126000,1169.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 2}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 16}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/16/20 16:23:47,2020-01-15 12:40:04,01/15/20 12:40:04,1126000,0.0,False,False,,,,
28220983613,Walk,90013,"[{'minutes': 8, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",100,247,2560000,2560000,2947.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 9}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 30}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:39,2020-01-16 17:17:55,01/16/20 17:17:55,2560000,18.288,False,False,,,,
28220983616,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",110,126,1075000,1075000,1644.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 16}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:39,2020-01-16 19:02:02,01/16/20 19:02:02,1075000,12.192,False,False,,,,
28220983617,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",101,154,1331000,1331000,2169.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 3}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 19}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:39,2020-01-17 10:47:40,01/17/20 10:47:40,1331000,15.24,False,False,,,,
28220983621,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",107,150,1280000,1280000,1908.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 20}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:39,2020-01-17 12:58:14,01/17/20 12:58:14,1280000,15.24,False,False,,,,
28220983627,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",99,93,922000,922000,1235.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 6}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 9}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:39,2020-01-17 16:11:06,01/17/20 16:11:06,922000,0.0,False,False,,,,
28220983632,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 11, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",99,247,2355000,2355000,3155.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 10}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 24}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 1}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:39,2020-01-18 08:28:13,01/18/20 08:28:13,2355000,6.096,False,False,,,,
28220983634,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 16, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",98,86,921000,921000,898.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 5}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 11}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:40,2020-01-18 11:01:50,01/18/20 11:01:50,921000,0.0,False,False,,,,
28220983637,Walk,90013,"[{'minutes': 6, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",99,206,2150000,2150000,2524.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 12}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 23}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:40,2020-01-18 12:50:13,01/18/20 12:50:13,2150000,0.0,False,False,,,,
28220983639,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",100,179,1894000,1894000,2040.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 7}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 24}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:40,2020-01-18 14:01:03,01/18/20 14:01:03,1894000,6.096,False,False,,,,
28220983641,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 6, 'name': 'very'}]",95,124,1331000,1331000,1637.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 11}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 11}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:40,2020-01-18 15:28:06,01/18/20 15:28:06,1331000,3.048,False,False,,,,
28220983643,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 14, 'name': 'lightly'}, {'minutes': 22, 'name': 'fairly'}, {'minutes': 37, 'name': 'very'}]",105,481,4557000,4557000,5521.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 9}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 64}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:40,2020-01-18 18:51:13,01/18/20 18:51:13,4557000,3.048,False,False,,,,
28220983645,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 29, 'name': 'very'}]",113,268,2150000,2150000,3366.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 1}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 34}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:41,2020-01-19 10:31:45,01/19/20 10:31:45,2150000,9.144,False,False,,,,
28220983647,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 23, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",95,137,1485000,1485000,1537.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 12}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 13}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:41,2020-01-19 11:43:26,01/19/20 11:43:26,1485000,3.048,False,False,,,,
28220983648,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 28, 'name': 'very'}]",104,289,2611000,2611000,3583.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 3}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 34}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:41,2020-01-19 13:22:26,01/19/20 13:22:26,2611000,21.336,False,False,,,,
28220983650,Walk,90013,"[{'minutes': 14, 'name': 'sedentary'}, {'minutes': 25, 'name': 'lightly'}, {'minutes': 17, 'name': 'fairly'}, {'minutes': 25, 'name': 'very'}]",98,429,4864000,4864000,4539.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 40}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 36}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/20/20 07:13:41,2020-01-19 15:00:35,01/19/20 15:00:35,4864000,36.576,False,False,,,,
28336721618,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",99,116,1024000,1024000,1504.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 5}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 11}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/24/20 09:10:28,2020-01-23 15:58:42,01/23/20 15:58:42,1024000,3.048,False,False,,,,
28399950477,Walk,90013,"[{'minutes': 7, 'name': 'sedentary'}, {'minutes': 36, 'name': 'lightly'}, {'minutes': 35, 'name': 'fairly'}, {'minutes': 47, 'name': 'very'}]",98,814,7527000,7527000,7672.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 42}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 83}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/27/20 09:15:55,2020-01-25 10:48:05,01/25/20 10:48:05,7527000,384.048,False,False,,,,
28399950480,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 19, 'name': 'lightly'}, {'minutes': 53, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",104,555,5581000,5581000,6947.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 11}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 82}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/27/20 09:15:55,2020-01-25 13:44:44,01/25/20 13:44:44,5581000,39.624,False,False,,,,
28399950482,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",106,246,1946000,1946000,2427.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 3}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 30}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/27/20 09:15:55,2020-01-26 12:31:47,01/26/20 12:31:47,1946000,137.16,False,False,,,,
28399950488,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 20, 'name': 'fairly'}, {'minutes': 5, 'name': 'very'}]",105,180,1741000,1741000,2605.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 2}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 27}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/27/20 09:15:55,2020-01-26 14:52:35,01/26/20 14:52:35,1741000,18.288,False,False,,,,
28399950492,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",119,139,1126000,1126000,1577.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 14}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 3}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/27/20 09:15:56,2020-01-27 06:03:06,01/27/20 06:03:06,1126000,3.048,False,False,,,,
28475554071,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",117,146,1076000,1076000,1665.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 13}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 4}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/29/20 14:10:08,2020-01-27 15:17:01,01/27/20 15:17:01,1076000,9.144,False,False,,,,
28475554074,Walk,90013,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",107,211,1946000,1946000,2457.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 9}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 24}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/29/20 14:10:08,2020-01-27 20:08:52,01/27/20 20:08:52,1946000,64.008,False,False,,,,
28475554081,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 27, 'name': 'very'}]",112,223,1741000,1741000,3053.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 29}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/29/20 14:10:09,2020-01-28 16:37:40,01/28/20 16:37:40,1741000,6.096,False,False,,,,
28475554087,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 15, 'name': 'fairly'}, {'minutes': 23, 'name': 'very'}]",123,333,2560000,2560000,3062.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 32}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 2}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 8}]",01/29/20 14:10:09,2020-01-29 05:30:48,01/29/20 05:30:48,2560000,12.192,False,False,,,,
28475554090,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",106,105,921000,921000,1246.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 0}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 16}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/29/20 14:10:09,2020-01-29 10:45:42,01/29/20 10:45:42,921000,9.144,False,False,,,,
28495287862,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 25, 'name': 'very'}]",100,263,2253000,2253000,3718.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 11}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 26}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",01/29/20 20:36:18,2020-01-29 18:27:21,01/29/20 18:27:21,2253000,33.528,False,False,,,,
28752719975,Walk,90013,"[{'minutes': 8, 'name': 'sedentary'}, {'minutes': 7, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",106,192,1997000,1997000,2140.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 10}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 23}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/07/20 09:21:08,2020-01-31 18:19:40,01/31/20 18:19:40,1997000,45.72,False,False,,,,
28752719976,Outdoor Bike,1071,"[{'minutes': 8, 'name': 'sedentary'}, {'minutes': 28, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 2, 'name': 'very'}]",84,199,2765000,2765000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 38}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 8}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/07/20 09:21:08,2020-02-01 10:41:51,02/01/20 10:41:51,2765000,73.152,False,False,,,,
28752719977,Sport,15000,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 13, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 5, 'name': 'very'}]",102,126,1383000,1383000,851.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 4}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 19}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/07/20 09:21:08,2020-02-01 13:17:09,02/01/20 13:17:09,1383000,,False,False,,,,
28752719979,Sport,15000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 23, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 2, 'name': 'very'}]",99,155,1741000,1741000,1293.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 8}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 21}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/07/20 09:21:08,2020-02-01 14:27:08,02/01/20 14:27:08,1741000,,False,False,,,,
28752719981,Sport,15000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",105,109,973000,973000,1176.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 3}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 14}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/07/20 09:21:09,2020-02-02 12:51:58,02/02/20 12:51:58,973000,,False,False,,,,
28752719982,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",100,109,1076000,1076000,1043.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 4}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 13}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/07/20 09:21:09,2020-02-02 14:07:03,02/02/20 14:07:03,1076000,30.48,False,False,,,,
28752719986,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",107,182,1587000,1587000,1974.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 5}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 22}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/07/20 09:21:09,2020-02-03 13:59:48,02/03/20 13:59:48,1587000,45.72,False,False,,,,
28752719991,Walk,90013,"[{'minutes': 11, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",98,197,2304000,2304000,2093.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 96, 'minutes': 16}, {'name': 'Fat Burn', 'min': 96, 'max': 135, 'minutes': 23}, {'name': 'Cardio', 'min': 135, 'max': 164, 'minutes': 0}, {'name': 'Peak', 'min': 164, 'max': 220, 'minutes': 0}]",02/07/20 09:21:09,2020-02-04 14:07:54,02/04/20 14:07:54,2304000,9.144,False,False,,,,
