logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,distance,distanceUnit,duration,activeDuration,steps,source,logType,manualValuesSpecified,heartRateZones,speed,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,tcxLink,pace,vo2Max,customHeartRateZones,swimLengths,poolLength,poolLengthUnit
27214927556,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 6, 'name': 'very'}]",98.0,145,,,1126000,1126000,1305.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 10}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 9}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/06/19 10:37:53,2019-12-06 10:03:54,12/06/19 10:03:54,1126000,27.432,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 19}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27220875479,Weights,2131,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 54, 'name': 'very'}]",122.0,640,,,3869000,3868000,1796.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 2}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 56}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 7}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/06/19 18:22:54,2019-12-06 13:48:58,12/06/19 13:48:58,3869000,10.973,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 52}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 13}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27224367188,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",98.0,184,,,1434000,1434000,2393.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 13}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 11}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/06/19 18:22:57,2019-12-06 15:00:00,12/06/19 15:00:00,1434000,5.791,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 24}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27234177886,Aerobic Workout,3001,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 24, 'name': 'very'}]",126.0,280,,,1537000,1537000,2392.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 1}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 20}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 4}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/07/19 09:56:11,2019-12-07 08:04:01,12/07/19 08:04:01,1537000,,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 19}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 6}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27234177887,Sport,15000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",111.0,200,,,1331000,1331000,1558.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 3}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 19}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/07/19 09:56:11,2019-12-07 09:08:02,12/07/19 09:08:02,1331000,,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 22}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27237164994,Aerobic Workout,3001,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",119.0,232,,,1382000,1382000,1685.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 2}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 20}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 1}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/07/19 14:28:20,2019-12-07 13:52:12,12/07/19 13:52:12,1382000,,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 20}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 3}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27219650077,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 127, 'name': 'very'}]",153.0,1928,23.158171,Kilometer,7752000,7631000,19904.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['GPS', 'STEPS', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'DISTANCE', 'PACE', 'VO2_MAX']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 1}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 9}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 114}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 3}]",10.852261564670423,12/08/19 13:16:17,2019-12-08 10:56:52,12/08/19 10:56:52,7752000,175.565,True,True,https://www.fitbit.com/activities/exercise/27219650077?export=tcx,331.7280899052243,{'vo2Max': 50.354690000000005},"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 6}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 122}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27221403477,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",110.0,138,1.436039,Kilometer,831000,825000,1737.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['GPS', 'STEPS', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'DISTANCE', 'PACE', 'VO2_MAX']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 1}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 12}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",6.259287272727273,12/08/19 21:25:44,2019-12-08 21:04:23,12/08/19 21:04:23,831000,5.486,True,True,https://www.fitbit.com/activities/exercise/27221403477?export=tcx,575.14535491697,{'vo2Max': 46.19970000000001},"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 13}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27274694002,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 24, 'name': 'very'}]",126.0,301,,,1536000,1536000,3616.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 1}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 24}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/09/19 17:56:15,2019-12-09 17:16:12,12/09/19 17:16:12,1536000,26.822,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 20}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 5}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27279011135,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 74, 'name': 'very'}]",148.0,1032,8.848781,Kilometer,4456000,4454000,10010.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 1}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 17}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 43}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 14}]",7.122358329591378,12/10/19 17:59:30,2019-12-10 16:39:00,12/10/19 16:39:00,4456000,93.574,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 11}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 64}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27303559967,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 63, 'name': 'very'}]",141.0,840,5.627656,Kilometer,3895000,3893000,7374.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 3}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 13}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 49}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",5.205416902132032,12/11/19 20:41:10,2019-12-11 18:18:13,12/11/19 18:18:13,3895000,1.524,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 8}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 57}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27303559966,Weights,2131,"[{'minutes': 17, 'name': 'sedentary'}, {'minutes': 13, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 21, 'name': 'very'}]",105.0,378,,,3634000,3631000,1401.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 15}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 39}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/11/19 20:41:10,2019-12-11 19:33:15,12/11/19 19:33:15,3634000,23.165,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 54}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27303444091,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 40, 'name': 'very'}]",164.0,640,4.924171,Kilometer,2375000,2373000,5788.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 0}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 6}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 13}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 21}]",7.372490518331226,12/12/19 09:27:35,2019-12-12 08:41:42,12/12/19 08:41:42,2375000,7.01,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 3}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 37}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27430523693,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 60, 'name': 'very'}]",145.0,897,6.887093,Kilometer,3964000,3962000,7624.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 0}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 29}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 21}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 16}]",6.220740030287733,12/17/19 19:10:41,2019-12-17 17:53:56,12/17/19 17:53:56,3964000,28.956,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 22}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 44}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27462177314,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 51, 'name': 'very'}]",145.0,719,7.779421,Kilometer,3071000,3070000,8010.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 0}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 8}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 43}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",9.026583713355048,12/18/19 15:07:38,2019-12-18 14:03:41,12/18/19 14:03:41,3071000,1.219,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 1}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 50}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27501044785,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 9, 'name': 'very'}]",98.0,117,,,921000,921000,1225.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 8}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 7}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/19/19 12:14:17,2019-12-19 11:54:20,12/19/19 11:54:20,921000,3.048,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 15}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27528401351,Sport,15000,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 15, 'name': 'lightly'}, {'minutes': 27, 'name': 'fairly'}, {'minutes': 63, 'name': 'very'}]",107.0,878,,,6503000,6503000,6109.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 30}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 79}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/20/19 11:04:33,2019-12-19 14:28:47,12/19/19 14:28:47,6503000,,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 109}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27528401353,Sport,15000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",102.0,115,,,922000,922000,830.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 6}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 9}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/20/19 11:04:33,2019-12-19 16:46:11,12/19/19 16:46:11,922000,,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 15}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27530532938,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",96.0,138,,,973000,973000,1661.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 10}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 6}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/20/19 14:06:13,2019-12-20 13:41:27,12/20/19 13:41:27,973000,3.048,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 16}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27516246457,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 65, 'name': 'very'}]",138.0,870,10.98814,Kilometer,4469000,3914000,10278.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['GPS', 'STEPS', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'DISTANCE', 'PACE', 'VO2_MAX']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 2}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 22}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 41}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",10.017501277465508,12/21/19 08:55:57,2019-12-21 07:40:00,12/21/19 07:40:00,4469000,158.191,True,True,https://www.fitbit.com/activities/exercise/27516246457?export=tcx,359.3710547457822,{'vo2Max': 53.27707},"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 15}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 50}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27544426820,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 12, 'name': 'fairly'}, {'minutes': 9, 'name': 'very'}]",98.0,165,,,1383000,1383000,1570.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 13}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 10}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/21/19 11:49:53,2019-12-21 11:11:46,12/21/19 11:11:46,1383000,3.048,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 23}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27545483143,Sport,15000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 18, 'name': 'fairly'}, {'minutes': 68, 'name': 'very'}]",110.0,783,,,5324000,5324000,6518.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 13}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 76}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/21/19 13:35:29,2019-12-21 11:54:27,12/21/19 11:54:27,5324000,,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 88}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 1}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27564967064,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",105.0,153,,,973000,973000,1677.0,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 2}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 15}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 0}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",,12/22/19 21:22:29,2019-12-22 02:00:59,12/22/19 02:00:59,973000,0.0,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 17}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 0}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27509133167,Run,90009,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 44, 'name': 'very'}]",142.0,612,6.897617,Kilometer,2658000,2656000,6936.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['GPS', 'STEPS', 'HEARTRATE', 'CALORIES', 'ELEVATION', 'DISTANCE', 'PACE', 'VO2_MAX']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 0}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 12}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 32}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 0}]",9.349183734939759,12/22/19 21:22:23,2019-12-22 20:04:27,12/22/19 20:04:27,2658000,57.302,False,True,,385.060354151142,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 3}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 41}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27508780103,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 82, 'name': 'very'}]",162.0,1317,11.556992,Kilometer,4908000,4906000,11956.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 0}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 13}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 26}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 43}]",8.382694659600489,12/23/19 13:39:43,2019-12-23 12:12:19,12/23/19 12:12:19,4908000,42.062,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 10}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 72}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
27586388138,Swim,90024,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",,112,0.5750000000000001,Kilometer,922000,922000,,,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",,2.245119305856832,12/24/19 10:04:18,2019-12-24 09:34:14,12/24/19 09:34:14,922000,,False,False,,1603.4782608695652,,,23.0,25.0,Meter
27588348380,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 37, 'name': 'very'}]",160.0,571,5.501023,Kilometer,2200000,2198000,5484.0,"{'type': 'tracker', 'name': 'Versa 2', 'id': '150595391', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['STEPS', 'HEARTRATE', 'CALORIES', 'DISTANCE']}",tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 100, 'minutes': 0}, {'name': 'Fat Burn', 'min': 100, 'max': 140, 'minutes': 2}, {'name': 'Cardio', 'min': 140, 'max': 170, 'minutes': 30}, {'name': 'Peak', 'min': 170, 'max': 220, 'minutes': 5}]",9.01221838034577,12/26/19 14:57:35,2019-12-26 14:12:42,12/26/19 14:12:42,2200000,37.795,False,False,,,,"[{'name': 'Below', 'min': 30, 'max': 134, 'minutes': 2}, {'name': 'Custom Zone', 'min': 134, 'max': 190, 'minutes': 35}, {'name': 'Above', 'min': 190, 'max': 220, 'minutes': 0}]",,,
