logId,activityName,activityTypeId,activityLevel,averageHeartRate,calories,duration,activeDuration,steps,logType,manualValuesSpecified,heartRateZones,lastModified,startTime,originalStartTime,originalDuration,elevationGain,hasGps,shouldFetchDetails,distance,distanceUnit,source,tcxLink,speed,pace,vo2Max
27046758050,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",99,166,1025000,1025000,1599,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 2}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 15}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",11/28/19 16:50:03,2019-11-27 19:25:58,11/27/19 19:25:58,1025000,33.528,False,False,,,,,,,
27076912323,Sport,15000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 58, 'name': 'very'}]",117,853,4403000,4403000,5397,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 0}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 38}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 34}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",11/30/19 15:58:27,2019-11-28 20:03:11,11/28/19 20:03:11,4403000,,False,False,,,,,,,
27076912328,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 7, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 3, 'name': 'very'}]",85,109,922000,922000,991,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 7}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 8}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",11/30/19 15:58:27,2019-11-29 14:02:26,11/29/19 14:02:26,922000,3.048,False,False,,,,,,,
27076912332,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",92,203,1383000,1383000,1868,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 7}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 16}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",11/30/19 15:58:27,2019-11-29 21:17:40,11/29/19 21:17:40,1383000,18.288,False,False,,,,,,,
27076912334,Walk,90013,"[{'minutes': 6, 'name': 'sedentary'}, {'minutes': 7, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",91,274,2202000,2202000,2188,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 14}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 20}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 2}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",11/30/19 15:58:28,2019-11-30 09:27:18,11/30/19 09:27:18,2202000,33.528,False,False,,,,,,,
27076912339,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 9, 'name': 'very'}]",87,128,973000,973000,1076,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 7}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 9}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",11/30/19 15:58:28,2019-11-30 14:31:06,11/30/19 14:31:06,973000,12.192,False,False,,,,,,,
27093740621,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",102,172,1178000,1178000,1468,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 1}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 18}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/01/19 14:46:23,2019-12-01 12:58:11,12/01/19 12:58:11,1178000,9.144,False,False,,,,,,,
27172205339,Walk,90013,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",89,337,2714000,2714000,3183,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 19}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 25}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/04/19 02:10:18,2019-12-02 14:54:35,12/02/19 14:54:35,2714000,36.576,False,False,,,,,,,
27170705249,Treadmill,20049,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 40, 'name': 'very'}]",140,630,2420000,2415000,5727,tracker,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 0}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 8}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 15}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 17}]",12/04/19 02:09:54,2019-12-03 07:35:32,12/03/19 07:35:32,2420000,71.018,False,True,5.61075,Kilometer,"{'type': 'tracker', 'name': 'Versa 2', 'id': '149197665', 'url': 'https://www.fitbit.com/', 'trackerFeatures': ['HEARTRATE', 'STEPS', 'CALORIES', 'DISTANCE']}",,8.366101863354038,,
27172205362,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 12, 'name': 'very'}]",99,164,1127000,1127000,1415,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 5}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 13}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/04/19 02:10:18,2019-12-03 19:40:08,12/03/19 19:40:08,1127000,24.384,False,False,,,,,,,
27205938876,Sport,15000,"[{'minutes': 6, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 50, 'name': 'very'}]",112,729,4301000,4301000,4841,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 3}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 41}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 23}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 4}]",12/05/19 21:22:07,2019-12-05 20:04:09,12/05/19 20:04:09,4301000,,False,False,,,,,,,
27207312622,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",101,159,1024000,1024000,1398,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 0}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 17}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/05/19 22:37:52,2019-12-05 22:03:38,12/05/19 22:03:38,1024000,24.384,False,False,,,,,,,
27222775387,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",96,172,1127000,1127000,1620,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 4}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 14}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 1}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/06/19 16:30:52,2019-12-06 15:49:30,12/06/19 15:49:30,1127000,30.48,False,False,,,,,,,
27236456440,Sport,15000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 20, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",85,112,1229000,1229000,446,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 12}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 9}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/07/19 13:18:30,2019-12-07 12:50:00,12/07/19 12:50:00,1229000,,False,False,,,,,,,
27243379630,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 5, 'name': 'very'}]",92,156,1178000,1178000,1530,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 5}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 14}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/07/19 21:22:04,2019-12-07 20:46:14,12/07/19 20:46:14,1178000,33.528,False,False,,,,,,,
27249056033,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",98,165,1126000,1126000,1559,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 1}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 18}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/08/19 07:57:46,2019-12-08 07:34:48,12/08/19 07:34:48,1126000,24.384,False,False,,,,,,,
27255800458,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",101,181,1178000,1178000,1618,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 2}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 18}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/08/19 18:30:21,2019-12-08 17:59:28,12/08/19 17:59:28,1178000,30.48,False,False,,,,,,,
27257130050,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",98,172,1126000,1126000,1660,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 3}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 15}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/08/19 20:16:06,2019-12-08 19:47:00,12/08/19 19:47:00,1126000,9.144,False,False,,,,,,,
27367165113,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",104,204,1331000,1331000,1906,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 1}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 21}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/13/19 15:03:09,2019-12-13 14:29:01,12/13/19 14:29:01,1331000,15.24,False,False,,,,,,,
27367787408,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 21, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",89,151,1229000,1229000,1162,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 11}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 10}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/13/19 15:48:28,2019-12-13 15:21:55,12/13/19 15:21:55,1229000,3.048,False,False,,,,,,,
27373461607,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",101,188,1229000,1229000,1708,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 0}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 20}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/13/19 22:21:25,2019-12-13 21:50:11,12/13/19 21:50:11,1229000,12.192,False,False,,,,,,,
27388610820,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",97,243,1639000,1639000,2175,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 5}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 21}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 1}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/14/19 22:34:24,2019-12-14 22:02:34,12/14/19 22:02:34,1639000,27.432,False,False,,,,,,,
27393269774,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",96,177,1229000,1229000,1633,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 0}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 20}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/15/19 08:08:27,2019-12-15 07:12:07,12/15/19 07:12:07,1229000,12.192,False,False,,,,,,,
27393736551,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 48, 'name': 'very'}]",100,574,3738000,3738000,5543,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 2}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 61}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/15/19 09:24:01,2019-12-15 08:06:44,12/15/19 08:06:44,3738000,57.912,False,False,,,,,,,
27403946365,Walk,90013,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 27, 'name': 'very'}]",93,328,2560000,2560000,3098,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 10}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 31}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/15/19 20:02:18,2019-12-15 19:14:03,12/15/19 19:14:03,2560000,27.432,False,False,,,,,,,
27422834773,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",96,157,1076000,1076000,1491,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 2}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 16}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/16/19 22:21:20,2019-12-16 21:42:57,12/16/19 21:42:57,1076000,3.048,False,False,,,,,,,
27444000558,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",106,183,1075000,1075000,1669,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 0}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 18}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/17/19 18:57:44,2019-12-17 18:33:58,12/17/19 18:33:58,1075000,27.432,False,False,,,,,,,
27457903989,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",94,184,1331000,1331000,1603,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 6}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 15}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 1}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/17/19 22:29:13,2019-12-17 21:56:12,12/17/19 21:56:12,1331000,0.0,False,False,,,,,,,
27478427858,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",109,219,1280000,1280000,1877,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 0}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 21}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/18/19 18:22:46,2019-12-18 17:54:17,12/18/19 17:54:17,1280000,36.576,False,False,,,,,,,
27493427024,Walk,90013,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",103,237,1737000,1737000,2272,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 0}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 11}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/18/19 22:18:01,2019-12-18 21:35:18,12/18/19 21:35:18,1737000,39.624,False,False,,,,,,,
27504392529,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 29, 'name': 'very'}]",103,325,1997000,1997000,3233,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 2}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 31}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/19/19 16:10:03,2019-12-19 15:30:26,12/19/19 15:30:26,1997000,51.816,False,False,,,,,,,
27507859552,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 14, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 3, 'name': 'very'}]",86,173,1536000,1536000,1447,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 14}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 12}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/19/19 19:56:38,2019-12-19 19:03:46,12/19/19 19:03:46,1536000,0.0,False,False,,,,,,,
27521435518,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 24, 'name': 'very'}]",102,282,1792000,1792000,2725,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 2}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 28}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/19/19 22:12:37,2019-12-19 21:37:22,12/19/19 21:37:22,1792000,36.576,False,False,,,,,,,
27536008718,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",102,189,1229000,1229000,1731,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 0}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 20}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/20/19 20:06:49,2019-12-20 19:31:30,12/20/19 19:31:30,1229000,0.0,False,False,,,,,,,
27537741461,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 6, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 24, 'name': 'very'}]",97,306,2151000,2151000,2756,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 5}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 31}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/20/19 22:22:48,2019-12-20 21:35:14,12/20/19 21:35:14,2151000,30.48,False,False,,,,,,,
27558421554,Walk,90013,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 10, 'name': 'lightly'}, {'minutes': 16, 'name': 'fairly'}, {'minutes': 68, 'name': 'very'}]",100,875,5889000,5889000,8348,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 9}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 87}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 2}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/22/19 11:46:30,2019-12-21 08:01:35,12/21/19 08:01:35,5889000,88.392,False,False,,,,,,,
27558421558,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",102,159,1075000,1075000,1377,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 0}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 18}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/22/19 11:46:30,2019-12-21 14:39:15,12/21/19 14:39:15,1075000,3.048,False,False,,,,,,,
27558421563,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 1, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",102,154,1024000,1024000,1384,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 0}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 17}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 0}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/22/19 11:46:31,2019-12-21 21:50:11,12/21/19 21:50:11,1024000,9.144,False,False,,,,,,,
27558421570,Walk,90013,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 13, 'name': 'fairly'}, {'minutes': 37, 'name': 'very'}]",106,494,3072000,3072000,3813,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 1}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 44}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 6}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/22/19 11:46:31,2019-12-22 08:15:40,12/22/19 08:15:40,3072000,45.72,False,False,,,,,,,
27571050666,Walk,90013,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 14, 'name': 'fairly'}, {'minutes': 68, 'name': 'very'}]",105,840,5018000,5018000,7441,auto_detected,"{'calories': False, 'distance': False, 'steps': False}","[{'name': 'Out of Range', 'min': 30, 'max': 86, 'minutes': 2}, {'name': 'Fat Burn', 'min': 86, 'max': 121, 'minutes': 76}, {'name': 'Cardio', 'min': 121, 'max': 147, 'minutes': 6}, {'name': 'Peak', 'min': 147, 'max': 220, 'minutes': 0}]",12/23/19 09:44:27,2019-12-23 08:08:26,12/23/19 08:08:26,5018000,91.44,False,False,,,,,,,
